Phase,Phi1,Phi,Phi2
1,88.16151435,123.1702649,12.94983203
1,74.03473162,126.1957869,42.46148077
1,72.63022848,125.7790614,42.31574572
1,72.05690576,125.1644598,42.65298484
1,73.45588098,126.0534678,42.71947718
1,73.40826769,125.6280031,42.35375443
1,73.35743372,126.2129212,42.96375581
1,72.05219739,125.247483,41.41198053
1,72.2710551,125.2476064,42.24660397
1,71.94832709,125.4125733,41.82727389
1,71.69279414,124.3361177,41.53286209
1,71.7768066,125.9899101,42.99822605
1,71.84841659,126.0197922,43.37508624
1,89.00820264,90.47699193,19.84895582
1,90.71775868,89.46564137,18.43769941
1,90.20248466,88.39118237,18.58856321
1,103.6308921,68.7205205,1.171231562
1,105.1308287,69.10975461,0.93982042
1,106.1819202,69.20628805,1.041722485
1,107.6642493,68.54159316,1.235048812
1,108.0320922,68.12343122,1.48627562
1,109.1500833,68.07641344,1.581865083
1,109.7993687,68.53702138,1.474370944
1,110.1916759,68.97366465,1.971932416
1,110.1723471,68.70473892,2.197502761
1,110.3015086,69.13340424,1.691396815
1,108.8435095,69.86176184,2.363412415
1,109.7565024,68.74943208,1.86952718
1,109.6889979,67.95168256,1.922161026
1,110.2060259,68.33815352,0.867572741
1,108.7420194,68.11794146,0.656296673
1,85.0360622,160.3536621,38.06683738
1,87.91032738,161.0324425,41.38657805
1,86.61276477,161.4617054,42.10051889
1,86.95992331,161.5186199,42.67938769
1,123.8531805,150.5595502,66.94044434
1,121.4401778,150.4034078,65.54317489
1,118.4038462,150.2400624,63.76657302
1,117.8240828,151.8192622,64.5671932
1,117.2752499,151.2492753,62.754898
1,117.0783797,150.6810639,62.39898002
1,83.49221096,47.36676693,9.338870771
1,84.81352305,47.59847078,8.65811862
1,85.54775994,47.60648088,9.4737288
1,86.2411072,47.6040574,9.62654818
1,87.72121792,47.75746044,8.896781866
1,87.53060272,47.62094712,9.201946117
1,86.85444544,47.52620177,9.153380573
1,85.95779924,47.45207014,9.098224727
1,85.61682045,47.45244144,8.868944249
1,84.78801686,47.30060813,8.631087419
1,89.56734791,143.0574613,7.715369
1,89.74718204,142.6829348,7.884074301
1,90.80633692,142.5173486,7.235115371
1,90.21056205,142.4643006,6.770024033
1,92.72150083,142.9311164,7.789984988
1,91.82492173,142.9832672,7.858812762
1,90.82230695,143.286018,6.946635049
1,91.13513032,143.3344986,7.365712259
1,91.13210781,143.5591076,7.433868028
1,92.29096436,142.6975315,7.734530962
1,92.2985423,142.9437771,7.952468973
1,90.71006639,142.652167,8.013208197
1,88.48917767,143.0732099,7.71785052
1,88.02966909,143.2538495,7.258089727
1,88.92979681,143.2748976,7.443620755
1,88.47553068,143.3186547,6.283297158
1,90.55239481,143.4132489,7.499683844
1,90.60573027,143.1738465,7.228516445
1,90.86092057,143.1596237,6.92884923
1,91.97508315,143.4670812,6.95530687
1,92.73261444,142.2750287,7.847880535
1,93.09915314,96.99917967,11.02932518
1,91.73473983,97.1077155,10.17599682
1,91.68067256,96.74152679,10.51187422
1,92.01678275,99.40464244,10.91656064
1,91.63087957,101.2025838,10.95405412
1,92.7905835,99.66244795,10.35915047
1,92.08886912,98.70327377,8.53469014
1,89.6684855,96.44510543,7.973202602
1,91.060034,98.55149442,8.282581709
1,89.00801036,96.17913401,7.498999417
1,90.62228526,98.70243925,7.568187266
1,87.2199744,95.89538509,7.235986586
1,10.46989171,37.40892382,45.48116326
1,116.8189915,41.36886342,31.98375161
1,115.7364449,37.93550657,30.72271802
1,115.5159008,38.74196815,31.64613425
1,115.2396911,39.59408454,32.12715523
1,114.1175915,38.27522343,32.19509438
1,113.7928478,38.89082979,33.07298767
1,114.5976225,41.76270796,33.61319085
1,113.1430379,40.51061715,35.79112755
1,112.4386431,41.34555756,35.11342611
1,111.4382374,40.98116542,35.09831727
1,110.9344485,40.51695442,35.01334473
1,110.1237672,40.63191135,35.87865693
1,109.9956821,41.29162899,36.18459148
1,31.57035703,159.6653286,3.30923791
1,32.05453809,160.0708841,2.97615902
1,32.2033558,160.1028547,3.394210252
1,33.0863436,160.2397563,3.833138326
1,35.18391249,159.6091168,6.032649446
1,33.88876185,159.4753475,5.002160489
1,33.03651809,159.535824,4.217997103
1,34.60741694,159.0040632,5.527601184
1,34.40054729,159.7285467,5.45990226
1,104.2116186,92.44561816,40.82553869
1,104.8482688,93.11087141,40.85195917
1,105.2556652,92.87313678,40.82360557
1,105.6847593,93.49396701,40.34785549
1,105.8690329,92.64955301,40.48631067
1,106.2736547,92.92251266,40.821278
1,105.8788021,92.73788254,40.63415317
1,106.0696472,92.87632852,40.24970552
