Phase,Phi1,Phi,Phi2
1,91.5281574,122.9530179,13.20779447
1,73.38002971,125.3340298,41.4672841
1,71.4039494,124.7835404,41.12506799
1,70.27310549,124.099811,41.45034629
1,72.13009761,125.2999122,41.73034365
1,72.69928907,124.9833695,41.5436098
1,73.07342298,125.8428783,42.26174687
1,71.55406401,124.7973375,40.55698164
1,71.20897234,124.8387228,41.43355725
1,70.30924728,124.8237898,41.18389813
1,69.7061471,123.9149662,40.9196803
1,69.39425802,125.460352,42.53260609
1,69.20233327,125.2441475,43.12960304
1,87.31258284,91.58728456,19.90613721
1,89.93342812,89.86755001,17.97822218
1,89.45263077,88.18888141,18.06782699
1,103.1613025,67.60890799,0.741551052
1,106.1073769,68.37581216,0.653229253
1,107.7566727,68.38620032,0.908227772
1,110.4368977,67.70440824,1.626851139
1,111.0874275,67.11519861,2.154209336
1,113.0428707,67.13783458,2.254966375
1,113.5973399,68.10506751,1.801397606
1,113.6390567,68.63887476,2.222309743
1,113.5232163,68.49636332,2.877500321
1,113.9752814,68.59831745,2.48261139
1,112.1462225,69.88589168,3.026809754
1,112.5347682,68.29048979,2.141859223
1,112.15227,67.2729136,2.208642008
1,112.3702306,67.75464651,0.581603416
1,110.5719143,67.22908939,0.164050892
1,83.81627184,160.6089006,36.99180832
1,89.37166451,162.012149,42.98820679
1,86.38216945,161.9667232,43.45069067
1,87.15224445,163.2017169,44.14623521
1,130.9252408,148.5633742,73.3394492
1,126.7846609,148.8137602,71.20363517
1,123.0634342,149.1777946,69.11717241
1,121.5370833,151.2960586,69.54939753
1,119.3297153,150.9562796,66.09683016
1,119.6039865,150.0175869,66.143278
1,79.59769084,47.81676417,10.2649481
1,80.3403096,48.24401073,9.646344018
1,81.66971642,48.28661613,10.44512433
1,83.18948122,48.34729505,10.6183055
1,85.79992499,48.56877626,9.758193825
1,85.70408173,48.22371623,10.08274977
1,84.69601292,48.13444273,10.06643651
1,82.82812236,48.01164027,9.991573722
1,82.52207733,47.92931291,9.686049465
1,80.92322639,47.66697751,9.459750322
1,90.90478426,142.2641927,8.924214352
1,91.33980326,141.8869369,9.080139458
1,94.03838667,141.6635295,8.547728128
1,93.3947042,141.5894185,8.161319689
1,95.99698318,142.2814058,8.98845295
1,94.45050671,142.4357878,9.047578338
1,92.9707204,142.7885303,8.130107698
1,92.83172286,142.9864014,8.507224854
1,93.8140904,143.0204906,8.627929886
1,95.65300054,142.1203364,8.886016577
1,95.83091222,142.2441705,9.144468769
1,93.37644151,141.8111117,9.386583697
1,89.01481501,142.2990751,8.784993986
1,86.78647384,142.9255033,7.886332079
1,87.78280279,143.1190629,8.003969952
1,87.56911931,143.2754915,6.855768984
1,90.44313448,143.42333,8.243287232
1,91.38918803,143.1477805,7.943854474
1,93.42822008,143.0466481,7.930317956
1,95.17117813,143.1172727,7.829929652
1,96.19497407,141.2617032,9.341061782
1,95.19712308,93.23300825,12.58535405
1,93.57646895,94.31546588,11.03672722
1,92.61245097,94.17728508,10.97127047
1,92.21936766,99.03700532,12.1092777
1,91.75882461,102.4360919,12.59874357
1,94.53396879,99.22180978,11.34880221
1,93.12855414,97.7817886,8.22964677
1,89.67662165,94.31839909,7.541050813
1,91.21917808,96.91532548,8.263451994
1,89.66185184,93.48487033,7.783590538
1,90.29324597,97.11906278,7.014164021
1,85.97310267,93.41104534,6.619612958
1,9.238552442,36.17088057,46.26991172
1,120.6753164,41.2789391,29.3444756
1,121.017621,37.44512469,27.44956578
1,120.1084343,38.05504529,28.4824098
1,119.9102249,39.39475434,28.34054056
1,118.7027481,37.92064583,28.34443862
1,119.0113174,38.48309299,29.14300818
1,118.0940994,43.04202125,32.0383476
1,116.1236799,41.89266116,35.04134704
1,116.3306672,42.90688465,33.18698923
1,114.9643352,42.08438074,32.98134627
1,113.9138178,39.98092835,32.844973
1,112.6814269,41.80025482,34.61538457
1,113.5210984,44.09359305,34.76576064
1,28.83725853,159.0012751,1.665014004
1,30.04557007,160.4261136,1.285061717
1,30.26172709,160.4161909,2.075788361
1,32.83790511,160.2611499,3.789606323
1,36.22048988,159.437874,6.962318798
1,33.69201372,159.3729363,4.949706832
1,32.46742094,159.1188131,4.05488464
1,35.86413631,158.7164307,6.6672842
1,35.30416455,159.3996029,6.191769202
1,105.3893881,92.82337866,41.04513333
1,106.8321905,93.91079742,41.38263701
1,107.050704,93.62735101,41.3125952
1,107.5890926,94.26494054,40.84707532
1,108.379665,93.0839069,40.67450569
1,108.8818183,93.35320702,41.03078421
1,108.6363504,93.15126898,40.80621746
1,109.0361539,93.2076522,40.1053082
1,109.9171028,92.6834052,40.17305705
1,110.9196721,92.75518786,40.01180471
1,110.5740516,92.28855738,40.0157692
1,110.3519623,92.10383138,39.78620161
1,110.228309,91.5562483,39.17803123
1,110.4356816,91.85014799,39.80507951
1,108.9993811,91.77456238,39.50351602
1,91.01723396,122.643119,13.61767935
1,89.85621568,121.7694146,12.43319886
1,73.59556205,124.9095706,40.61049417
1,72.89932609,125.496286,40.85301349
1,71.40328868,124.8406596,41.07538266
