Phase,Phi1,Phi,Phi2
1,90.62972934,123.005522,13.15374947
1,73.49458415,125.56787,41.73633378
1,71.62578789,125.0497369,41.4233708
1,70.61838844,124.3516978,41.78031886
1,72.40139761,125.489825,41.97817812
1,72.80295336,125.1412278,41.75771313
1,73.04011014,125.9231514,42.44396625
1,71.54568234,124.8845968,40.78576006
1,71.3312391,124.9134582,41.6389737
1,70.61110126,124.9460475,41.34882965
1,70.11805374,123.9977182,41.05820551
1,69.93619013,125.5802017,42.64882998
1,69.82116337,125.420874,43.18816202
1,87.67689628,91.35404209,19.95767439
1,90.10401708,89.82131216,18.1166722
1,89.62474827,88.28798952,18.24028894
1,103.2552702,67.92654278,0.86707862
1,105.8394158,68.59307532,0.745577023
1,107.318672,68.60031255,0.952057627
1,109.7181804,67.90576562,1.555826727
1,110.3005543,67.31199718,2.03639425
1,112.0625042,67.32044394,2.138410935
1,112.6423177,68.12958537,1.779156847
1,112.845649,68.68855147,2.195708404
1,112.7894503,68.53182473,2.726650395
1,113.1273995,68.71889934,2.321663166
1,111.3173698,69.88294574,2.928232213
1,111.8647543,68.37333195,2.160684133
1,111.603804,67.40301213,2.213198131
1,111.8663968,67.82338565,0.714669062
1,110.1657837,67.42113126,0.329512336
1,84.24011638,160.5650039,37.34945597
1,88.95330663,161.7112319,42.56072044
1,86.49900945,161.8670725,43.15270934
1,87.10580569,162.793835,43.82506778
1,129.2232656,149.1651182,71.80943308
1,125.4905196,149.2836944,69.84013213
1,121.9043049,149.4909782,67.83303952
1,120.5620527,151.4724736,68.3086114
1,118.7510921,151.0390221,65.20644255
1,118.9252268,150.1797213,65.1352544
1,80.51167881,47.72956171,10.03464208
1,81.52039233,48.09014345,9.399356367
1,82.73870216,48.11974016,10.20857063
1,84.06587183,48.173182,10.37668971
1,86.29439787,48.36135162,9.555300408
1,86.16783683,48.07537676,9.870434121
1,85.22654997,47.98860221,9.846031118
1,83.66973271,47.88116767,9.774923015
1,83.32054693,47.81909712,9.485564872
1,81.9267362,47.59525367,9.254359937
1,90.65670812,142.4596516,8.636547706
1,90.99150716,142.090186,8.791711296
1,93.1864666,141.8863746,8.209311079
1,92.52202251,141.8267168,7.7860241
1,95.17252957,142.446191,8.689393673
1,93.83851927,142.5767558,8.75687588
1,92.54242509,142.9227802,7.842562733
1,92.49577411,143.0745106,8.230666369
1,93.16681236,143.1578878,8.346581297
1,94.84083776,142.2648175,8.598896906
1,94.99271637,142.4222607,8.857031887
1,92.70533757,142.0172739,9.045866167
1,88.73772436,142.5257174,8.464939475
1,87.12579451,143.0384793,7.7352368
1,88.18470494,143.1707154,7.89310054
1,87.93427426,143.2864096,6.739844619
1,90.5768577,143.4085957,8.077910306
1,91.30659481,143.1469632,7.785595923
1,92.89313516,143.0611564,7.690140145
1,94.44059107,143.2011508,7.610883066
1,95.40143189,141.5236677,8.973528697
1,94.79688604,94.11134892,12.26732931
1,93.24166051,94.95085472,10.90837427
1,92.52891711,94.6945187,10.93105023
1,92.21929015,99.09072097,11.80725876
1,91.76728934,102.1538385,12.19761528
1,94.14241816,99.31784109,11.16995661
1,92.81062461,98.0098233,8.313690805
1,89.62893979,94.8272195,7.634591598
1,91.15318585,97.35401733,8.247505793
1,89.43894785,94.20303682,7.684791889
1,90.34773266,97.52607497,7.126782814
1,86.22450816,93.94202114,6.709026962
1,9.481428573,36.30625256,46.0863639
1,119.8607278,41.42637614,29.87998156
1,119.6690829,37.52149244,28.26851304
1,118.9816069,38.21511383,29.22336531
1,118.8522369,39.44626581,29.24863144
1,117.6158943,37.99045157,29.23790832
1,117.6742172,38.53012757,30.11437288
1,117.1598421,42.75130147,32.48293227
1,115.4720499,41.60069014,35.17367706
1,115.4398621,42.47659046,33.57881999
1,113.96954,41.72379015,33.50661942
1,113.1250077,40.2563472,33.43556451
1,112.047836,41.55150041,34.92019887
1,112.5184811,43.22605158,35.12335937
1,29.22517541,159.2631528,1.786653895
1,30.45246063,160.3297803,1.679287082
1,30.6476,160.370807,2.306434327
1,32.69492728,160.2653642,3.649233856
1,35.82331423,159.5070999,6.611815276
1,33.65215506,159.401271,4.911721045
1,32.55675391,159.257252,4.058960888
1,35.38159222,158.7743839,6.282952023
1,34.93206198,159.5192509,5.904637924
1,104.9799899,92.70351791,40.97526978
1,106.2357421,93.71207342,41.24661743
1,106.5272835,93.43437179,41.18278865
1,107.0885675,94.08140176,40.72432425
1,107.7266486,92.97914242,40.62750924
1,108.1521252,93.24386769,40.9759605
1,107.8476476,93.04480678,40.76470971
1,108.1342894,93.1262633,40.14652958
1,108.7892993,92.60465343,40.19817659
1,109.8455674,92.71007461,40.03826897
1,109.7379302,92.28026423,40.05859101
1,109.5927833,92.15534121,39.87600005
1,109.36224,91.59954158,39.27737161
1,109.5787878,91.88981097,39.88477158
1,108.3318946,91.84950944,39.60827567
1,90.14645325,122.7191833,13.56558893
1,89.19026632,121.9844697,12.46541989
1,73.57467281,125.1159552,40.87398204
1,72.80156556,125.6010159,41.20096457
1,71.4641226,124.9897114,41.39522314
1,71.99909744,125.3429207,42.32397771
1,72.47773492,126.2905049,41.98276892
1,72.65013346,125.8848066,42.16596248
1,72.72849307,126.0420866,41.47510901
1,72.50418424,126.284375,41.85646271
1,73.23125062,125.9375813,41.03669554
1,71.65380007,125.7990719,42.37104873
1,70.91520719,124.9315507,39.70490209
1,73.69946508,125.2549817,41.12106051
1,103.6323967,69.53998914,0.522131142
1,105.9017406,66.78495619,0.914698013
1,106.9043909,66.31355382,1.682029912
1,108.1511118,66.56874928,1.257460911
1,110.1383696,67.19394472,1.938675664
1,109.8360174,67.32987885,0.881655756
1,109.7525088,67.43805019,1.053796524
1,109.0015515,67.42521331,0.956100658
1,111.6150566,68.81110941,1.314865611
1,110.9290444,69.13617246,0.732537852
1,110.8468104,69.72681742,0.550914657
1,110.3950882,69.32446753,0.713375432
1,112.4357414,69.33279715,1.962347081
1,110.8336131,68.52996856,2.235461641
1,110.1905079,68.83603507,1.547062044
1,109.3643676,68.20966152,0.216124051
1,89.05705682,160.8184189,42.42466574
1,87.55723076,162.1200412,42.60012544
1,89.07458757,162.147215,43.91900886
1,87.24493816,161.7231723,42.23978473
1,126.7727061,151.1168825,69.26881054
1,124.3695959,151.432744,67.82733194
1,121.4946777,151.0596249,66.42605733
1,120.9331336,151.4421739,66.95744293
1,119.0845794,150.9884348,66.75552402
1,120.1039771,150.0269059,66.42886738
1,120.4384652,149.8241908,64.32357457
1,82.43595162,47.98993705,10.15194139
1,80.95179361,48.01797883,10.14804625
1,80.44275797,48.26868059,10.46239786
1,81.51457229,48.36757962,9.935446454
1,82.59421113,48.12887575,9.743254087
1,84.83025231,48.18625581,9.480641757
1,86.44420207,48.37629145,9.859561821
1,86.04659536,47.80379222,9.550240623
1,83.75694243,46.79566619,9.47410919
1,84.43128069,45.8683208,7.673711822
1,93.12335386,142.5189709,9.07671303
1,93.20386294,141.7193958,8.589513708
1,93.20444625,142.2564147,8.109795624
1,94.8149408,142.4107211,8.748420128
1,92.8134357,142.5192426,7.661760096
1,93.79575841,142.6331673,8.527398649
1,92.73822698,142.8064492,8.131757572
1,93.36767779,143.1444663,8.071210448
1,93.89283439,142.526515,8.548626482
1,93.85820563,142.4488549,8.690826206
1,92.60027951,142.8866547,7.761336488
1,93.72292146,142.3942842,8.524132573
1,92.96389559,142.3438549,8.35167422
1,91.32785255,142.5893697,8.387165501
1,89.83168603,142.8135637,8.013910118
1,90.1448498,143.2281671,7.820523247
1,90.05823488,143.1805477,7.670222633
1,91.90636613,143.1779887,8.022137451
1,92.25432357,142.7626771,7.565671432
1,95.16711686,142.4111629,8.187373783
1,95.89685604,95.88008271,12.72459621
1,94.46796669,97.27150289,14.970727
1,92.93782503,97.36547087,13.72160457
1,94.84923313,95.54729965,14.0708657
1,94.63758731,96.13163852,12.61797848
1,93.7192095,101.6661491,12.04621903
1,93.07344061,103.0356764,10.58026653
1,94.01101102,103.1732225,11.3157227
1,89.95309334,95.41719879,8.201890452
1,90.27428156,96.78801139,7.483224412
1,87.72336211,94.93869975,6.009398708
1,88.77121784,96.20496295,6.901975237
1,87.44306551,96.78833896,7.134057931
1,90.45942628,98.81444958,6.314520772
1,119.1175824,36.8543261,31.84201678
1,117.1633562,37.76651256,30.89957341
1,117.2346615,39.79337008,32.37889282
1,117.403103,37.24283278,29.79538514
1,118.4380639,37.58329603,29.86995568
1,116.7118415,37.5939966,30.63349451
1,114.4968716,43.28030589,35.27738843
1,114.2493386,42.30919928,35.25406891
1,113.1547932,41.94920968,34.43413465
1,113.4281917,39.24864516,32.92486632
1,112.0395829,41.36560622,34.38236746
1,112.7387192,43.06042208,34.66445035
1,112.5807342,38.84165388,32.78810649
1,29.23547397,158.130495,3.803615735
1,29.30543106,160.2607179,1.922842257
1,33.76975345,160.6963777,5.359586802
1,33.36740235,160.3892542,4.595127161
1,33.67451836,159.4137549,4.71757947
1,35.18346676,159.299857,6.17308195
1,35.7141542,159.9661585,5.803480418
1,31.71857771,159.6221785,4.313407686
1,104.9048599,93.05483274,40.92884228
1,107.0566491,93.18424572,41.20925911
1,106.9652206,92.52254184,40.59031855
1,108.0462347,93.71239396,40.30286812
1,108.4122944,93.45444995,41.24288608
1,107.9025085,93.58454487,41.28387749
1,107.9663589,93.25148101,40.77969069
1,108.4386282,92.94262657,40.38181632
1,108.9697849,93.38471953,40.59243502
1,109.6003704,92.36581326,40.27058524
1,109.3686952,92.72658987,40.21517862
1,109.44722,92.91634588,40.4967795
1,108.8055865,92.06868388,40.06739945
1,108.511944,91.95687146,40.13263443
1,107.599146,91.38675169,39.35544224
1,108.0763445,91.52108501,40.04346487
1,90.00247628,122.0732785,12.36732805
1,89.148539,121.6645157,12.84337106
1,74.34625757,126.2727738,41.46451363
1,72.84999822,125.1259751,41.38649258
1,73.90499825,127.2564974,42.55833438
1,72.17879452,125.8836857,41.9945305
1,71.94799193,125.1979162,41.93362899
1,72.82111912,125.2604815,40.78513847
1,73.19807717,125.7856946,41.27811629
1,74.12443696,126.2639719,41.33765358
1,73.35495859,125.8148036,40.21756619
1,75.09286252,126.6257453,41.20285633
1,72.08262477,125.9879357,43.20867722
1,69.84450977,124.4672949,40.26492429
1,101.2179876,66.15287469,357.752354
1,102.0860558,65.94006945,358.7113515
1,103.5383632,66.68784839,359.4597752
1,103.6523626,66.88560737,359.395555
1,106.5877054,67.40925153,0.301860029
1,109.5451426,67.70678218,1.379788267
1,110.6129375,68.12090411,1.316051099
1,109.0394294,68.19475481,0.758454949
1,108.8733114,68.54281723,0.642325553
1,110.2552456,70.37447204,0.730186394
1,110.3884286,70.03277021,0.061685349
1,110.6957626,70.07942904,0.640179938
1,109.0650077,70.09643664,0.433130293
1,109.9441437,70.24613034,0.948471177
1,108.191005,69.31478144,1.047536918
1,87.62352439,160.4699687,41.65526006
1,87.33281537,161.4263907,42.51315454
1,85.88536666,162.0628998,40.45228818
1,86.42766673,162.284754,41.34032587
1,125.3204782,152.0244787,67.71256994
1,123.8660888,151.2010045,65.97484328
1,123.1376506,152.1735895,66.75629756
1,120.6951763,152.1093812,65.6932734
1,85.42317217,161.9452011,43.72684048
1,119.3468787,151.9882008,64.31668142
1,118.0976944,151.1871842,62.491388
1,81.86086019,47.34729119,9.147966797
1,81.17423712,48.37636173,10.19872479
1,81.5175344,48.12776043,10.08269022
1,80.99400259,48.03325099,9.98261142
1,81.66402496,48.10646022,10.02134846
1,81.59122659,48.13136726,9.868092785
1,82.82539637,48.02530497,9.140662022
1,83.52868948,48.09133965,9.351310389
1,86.54567758,47.48858865,8.469802001
1,85.70380898,46.78381838,8.917734931
1,87.04077528,46.2356689,7.341934405
1,84.04896112,46.89219192,9.796405423
1,93.89735242,141.7285899,8.403708277
1,94.16603116,142.1692424,9.010809056
