Phase,Phi1,Phi,Phi2
1,68.81519722,124.6991928,13.84004754
1,67.42835967,131.0676316,42.48556723
1,70.53065722,128.4582312,44.06104383
1,69.82539903,127.9310655,45.53919542
1,69.37936783,128.0503513,45.85365027
1,70.15152758,127.5667054,45.31424363
1,71.97144425,126.7928814,46.45135762
1,73.70809873,124.5186552,46.38366018
1,74.79103106,123.7960273,48.34400201
1,74.74198025,124.4292836,47.3665273
1,76.13473599,123.6306605,47.17892514
1,79.55467418,124.900523,48.28919192
1,79.85166508,125.1685364,48.60788618
1,98.59730847,89.14372583,18.90183399
1,94.28112597,86.16963466,21.44582311
1,94.88376619,87.85449763,19.47991677
1,106.1042904,69.85308691,0.02576119
1,104.9943301,69.93384016,0.345830309
1,105.6671419,69.76856941,0.660095145
1,105.0106882,69.29344262,0.849358819
1,105.6767281,69.50896981,0.941450017
1,105.2899223,69.27464756,1.002421462
1,104.8695234,70.04732828,1.345999149
1,105.2657485,70.39621563,1.193802751
1,104.5285063,69.91775276,0.604391738
1,104.7392746,69.70186988,1.359834683
1,104.8510578,68.24696829,1.251847873
1,102.326287,68.89875109,1.610423486
1,102.2264896,68.28830653,1.219116276
1,102.6323618,71.1589826,1.267648937
1,99.99162436,70.03332341,1.501301044
1,89.37944796,152.18529,41.98550541
1,82.67998136,154.7968878,41.05735896
1,73.88398235,156.6340581,37.65916232
1,64.46834782,157.1271128,32.30896587
1,91.04891017,152.3079654,52.72437317
1,93.61233601,152.8743495,53.71869407
1,100.1595943,153.7207645,55.45953788
1,109.7394755,154.8462058,59.3506331
1,115.1068765,154.9747653,60.82195524
1,120.5092848,155.6359554,62.23146743
1,83.81111475,48.4718274,6.65003574
1,84.55985385,50.9568057,5.555074351
1,83.92844106,52.31841487,6.060346545
1,81.07110227,49.82685461,6.469675154
1,81.6539658,50.71687874,6.217383188
1,82.04720871,50.72336966,6.761703759
1,82.30594913,49.91711388,6.838587242
1,82.34197544,49.51130132,6.901196665
1,84.43008263,48.6345885,7.008535374
1,85.78527134,48.29585066,7.02890714
1,83.77150537,144.620982,5.707915926
1,81.27255113,144.908871,5.615270016
1,84.60365137,144.6883187,5.423648791
1,84.30864752,143.8937561,5.074074632
1,89.18756556,143.7481817,6.283346076
1,87.83944809,144.15519,6.197574178
1,85.2064347,144.1904535,5.156949793
1,83.25387209,145.7133275,5.918543799
1,80.17331749,146.1368521,5.206527062
1,75.95681585,145.1680786,4.812272228
1,88.00347407,144.8142296,5.815672894
1,93.12512211,141.6780302,6.36984142
1,89.17804129,141.6763845,5.815150253
1,88.46749183,140.1121937,4.733355151
1,86.38213876,141.1286517,5.596253294
1,85.82508354,140.1032182,5.424501644
1,85.66151868,142.599143,6.148797574
1,85.60357939,142.8750477,6.104587848
1,82.15045599,143.2536808,5.464458647
1,82.86918777,143.603169,5.877050884
1,83.96017733,143.6797296,5.60343152
1,84.41498343,100.1194087,9.30817455
1,84.85606486,99.11422522,11.08435275
1,83.75897235,99.10670231,11.27929416
1,88.31035011,101.7099192,7.467460485
1,85.08385707,100.8800761,8.455004098
1,80.12050467,98.95498372,11.91353411
1,79.19240983,97.589153,13.88359277
1,78.59712361,96.99030135,14.88772631
1,78.83469208,96.84848939,14.80841428
1,78.50754844,97.03722829,14.55688274
1,78.09779111,96.96088361,13.59652817
1,76.72182663,99.16875085,13.13140018
1,8.46732286,40.37005193,46.67928191
1,90.68349098,39.32982861,34.84357297
1,90.95647256,40.38191105,33.02367804
1,91.91852512,40.89462836,33.77670365
1,91.71534605,40.89764589,33.74854193
1,91.34090532,39.63508989,34.60718247
1,90.11623773,39.93871,34.0760926
1,90.98338312,40.26448424,32.14399892
1,90.50774669,38.54164499,34.5463048
1,92.13910581,38.56962764,34.2638142
1,93.22660022,38.63970654,33.93497312
1,96.5213446,38.55726256,33.65150131
1,112.6168042,35.23868696,31.53687683
1,116.4335898,35.62252086,30.55051636
1,28.81802343,156.112407,5.694263692
1,28.43116107,156.9834376,6.572801624
1,36.17284033,156.9370776,10.75522899
1,38.55658677,157.3107585,12.00923944
1,42.16199578,156.8177517,14.09500801
1,30.90536271,161.0131649,10.04380418
1,31.02058598,161.759725,9.410683859
1,25.57588921,162.7643666,4.547059601
1,32.32278628,162.0560568,10.1752822
1,94.59713109,92.32952924,42.2877611
1,101.4976724,92.8703699,37.78636661
1,102.5463454,92.78276595,38.48403404
1,103.3059115,93.53917446,36.68260227
1,96.01007543,92.28220293,39.31177028
1,103.860707,93.24156234,38.71877748
1,99.59811682,92.71904677,39.46674597
1,97.48157994,92.80554213,39.65989962
1,97.21156302,92.34701164,40.2606972
1,102.3257687,92.79874366,40.15082918
1,97.35334121,92.27164575,40.34536672
1,95.4263574,92.6205771,39.90430459
1,102.1636659,93.15498101,40.59857435
1,96.93832154,93.16732752,41.45632383
1,92.86798503,93.03657157,40.8867285
1,75.20012387,125.5641383,15.44932469
1,75.30678915,125.0551215,15.64846066
1,69.58421779,127.6582293,44.25650019
1,70.15424661,127.9276455,44.23535019
1,71.60340207,127.8918179,44.57901562
1,71.93742368,127.3323566,45.12536482
1,73.76109027,126.8099365,46.15257695
1,76.1199702,124.3767919,46.72055593
1,76.84094973,124.3368717,46.10290629
1,79.87249212,124.2326595,46.37775638
1,79.48729844,123.6920045,45.61015924
1,81.70675564,124.1631382,47.70480761
1,79.85006013,125.2925866,46.11424423
1,85.53266579,123.099851,47.26360106
1,106.5039429,69.94445582,359.6541021
1,103.0198771,68.34371338,359.5077618
1,106.0646835,66.96417502,359.7399971
1,104.1719227,67.92182436,359.5064801
1,105.5008801,68.40537078,0.732330962
1,105.2600881,68.33128162,0.471182164
1,105.0013667,69.14195506,1.451767931
1,104.3859511,69.11282105,1.2774973
1,104.4421396,69.47814567,1.260759724
1,103.2883214,69.63109738,1.494326875
1,103.0279831,68.39201649,0.730210092
1,102.2218268,67.5601489,0.383775919
1,103.2716396,66.21759825,1.547888831
1,102.9000343,66.31948557,1.308157723
1,101.5553941,67.52553398,1.167735978
1,99.56092848,66.09239355,0.700081272
1,91.18794047,153.1506016,44.16685573
1,82.58004964,155.0255959,38.82397941
1,70.74023691,158.1719292,32.67672764
1,67.46191543,158.4523181,31.06799061
1,101.9375851,152.3862969,55.64520973
1,104.4158159,152.4538967,55.4955184
1,103.5162533,151.7946122,54.5337134
1,101.6036582,152.0907001,54.69934891
1,101.4859995,152.747718,55.8510003
1,103.7448736,153.9584208,55.39594187
1,118.9037133,156.0065361,63.65911616
1,83.52504724,51.40644117,6.551625077
1,84.1568851,52.35383562,5.658658034
1,81.5062446,51.56424047,6.017928195
1,81.9662196,51.2631661,6.048337276
1,80.91707366,51.05328552,5.99169751
1,81.24648976,50.7665536,6.073944324
1,82.14319107,50.46153932,6.901846998
1,84.16037045,49.18424058,7.04176082
1,84.63413508,48.17198354,7.301927217
1,86.93014188,47.80345292,7.115485313
1,78.28172629,146.534872,5.082119193
1,82.42805959,145.0840131,5.295705704
1,81.92381801,145.7397589,4.999349676
1,86.49660142,144.3786548,5.658608808
1,85.57621082,145.1227664,5.11739369
1,86.87542498,144.7643343,5.999283946
1,85.95216191,144.5580644,5.599840128
1,80.96251434,145.4375281,4.966102231
1,81.43743219,145.4339817,5.709888156
1,84.35986693,144.753611,5.718206704
1,79.56079345,145.7749671,4.088433986
1,88.94475446,143.6226731,5.833886539
1,88.76265498,141.8015077,5.582148993
1,88.59082971,140.4146295,5.507056402
1,85.7229831,140.1879407,4.881633071
1,85.98966831,140.9681336,5.920233927
1,85.38452416,142.368176,5.869138362
1,85.20123703,143.379917,6.026493833
1,84.95827616,142.9036349,5.747277073
1,81.90212863,143.5771685,5.634009918
1,85.08118859,100.642691,9.710215983
1,87.00227421,100.6517988,9.773617437
1,85.98806034,100.1256278,8.697261426
1,85.72488864,100.1057546,8.865922793
1,83.82158232,99.05857533,11.11097833
1,88.42101896,103.9617973,6.734748856
1,85.70097051,101.4964098,8.356131504
1,83.85377801,99.58326435,10.93899159
1,79.76339821,96.57358647,12.98075328
1,79.31061429,97.42882214,13.75341525
1,79.01914241,97.49953158,14.22698766
1,78.60501622,97.72160141,13.49306821
1,78.27424429,96.61904866,15.00453395
1,76.8918929,97.21781282,9.91172248
1,92.20656641,38.39151176,35.73578401
1,93.58840351,40.0616722,34.0255022
1,92.41212765,39.93168872,34.80404199
1,92.97234499,39.61268973,34.09934122
1,91.65835622,39.58972635,34.47345608
1,91.88074356,38.54905326,34.85155307
1,93.90242346,39.68125245,34.34501032
1,95.45602788,38.96327125,35.32739781
1,94.2626981,39.45558238,34.27807806
1,95.64712428,39.33124584,33.88067511
1,94.60458158,39.37943989,34.46225332
1,95.8374773,38.48959493,34.19604467
1,107.6302563,36.03486486,31.42298052
1,29.92345601,156.7890352,6.881795206
1,39.25937308,156.0568813,12.1155431
1,41.39650984,156.5623889,14.43035653
1,41.19166714,156.7868308,14.27916132
1,41.66248884,156.7719931,14.89037904
1,35.56703572,161.6860153,13.55563475
1,32.52242246,162.3115857,10.71723642
1,31.81743042,162.6826933,11.47778192
1,91.68602582,92.3932449,43.48128281
1,93.89067452,92.45251939,41.06583323
