Phase,Phi1,Phi,Phi2
1,80.98854655,124.3220435,13.01024962
1,72.11526183,128.2578424,43.86638256
1,73.75294459,127.4914822,44.16014046
1,73.89719056,126.9786796,44.68026339
1,73.91029572,127.321463,44.96994305
1,74.0570042,126.9299259,44.24760056
1,75.13374522,127.0159544,45.0250454
1,75.1451454,126.1226856,43.72560239
1,76.26668325,125.9283916,44.92392492
1,75.99575738,126.3911429,44.16821718
1,76.76612724,125.1261222,44.03503515
1,78.06405065,126.4992264,45.28646239
1,78.12130262,126.5630286,45.33392628
1,94.59419316,87.98235351,18.27432667
1,93.36989519,87.37254658,19.36488796
1,93.00583134,88.20248629,18.91525523
1,105.0943516,69.6441536,1.051141077
1,104.7961725,69.6384012,0.83234048
1,105.0415388,70.07620238,0.791375836
1,104.7175972,69.44730346,0.621763709
1,105.1568611,69.55620107,0.584236519
1,104.783322,69.49148156,0.527847003
1,105.1015866,70.01912107,0.710728313
1,104.8265353,70.11636612,0.78446022
1,104.3863245,69.8812961,0.597511167
1,104.3765086,69.91879415,0.447249848
1,104.7767133,69.74251356,0.814762617
1,104.217503,69.6621967,0.411610867
1,103.8906798,69.19419849,0.627781078
1,104.2000121,70.19888933,0.450646294
1,102.7808804,69.845612,0.766369755
1,84.92743265,157.6694448,39.09170059
1,81.77619497,158.7973635,37.78702101
1,79.56498973,159.1247935,37.04266394
1,77.30093273,158.8365927,35.79050141
1,107.3765343,152.0200769,56.73334868
1,109.8011645,152.336674,57.62469316
1,112.2219173,152.5830789,58.35394125
1,114.2505821,152.7797992,59.16478295
1,115.8411744,152.6193258,59.46116577
1,116.7708697,152.5745478,58.75794281
1,88.5942154,46.68910316,7.607824343
1,88.91734642,47.38211059,6.709476903
1,89.04327483,48.35190679,7.441204636
1,87.58454934,47.34826405,7.51183957
1,87.5169043,47.38801652,7.03678147
1,87.26040338,47.57814479,7.488672781
1,87.14031031,47.27220507,7.421023564
1,87.58927181,47.11880494,7.404850294
1,88.70607101,47.15834291,7.400459194
1,89.77147442,46.55002673,7.310515658
1,86.77245153,143.9410383,5.782485498
1,86.07091278,143.8530301,5.98954617
1,86.37669587,143.6174399,5.707116393
1,85.32486188,143.6228481,5.213013117
1,87.77620172,144.2595872,6.241308401
1,87.16546152,144.267078,6.176563009
1,85.62184893,143.9896854,5.079081037
1,85.20106971,144.1867085,5.500920074
1,85.46070792,144.6430902,5.594533638
1,85.57729911,144.1196396,6.09477094
1,86.71510736,144.194921,5.946289152
1,88.27692916,143.3378656,6.191824421
1,87.42168137,143.4386539,6.238235
1,86.81684456,143.1818922,5.806937065
1,86.68333386,143.2757415,6.046660295
1,85.70786393,143.0447407,5.012329212
1,86.69967381,143.5168731,6.02693919
1,86.35872057,143.3241459,6.039573118
1,85.54724131,143.5452389,5.687475779
1,86.23132416,143.9351207,6.100196008
1,85.75708652,143.8022724,5.625413814
1,88.76869106,100.852473,9.021045338
1,89.04614273,100.1721464,9.741755561
1,88.76723545,100.4921348,9.863277005
