Phase,Phi1,Phi,Phi2
1,78.24581177,124.5056899,13.4197802
1,70.52526624,128.99684,43.67284113
1,72.98222763,127.7950317,44.18517126
1,72.79708796,127.1790937,45.00315851
1,72.64733495,127.504043,45.31705885
1,73.08017419,127.0879561,44.52692493
1,74.55764443,126.8529409,45.49486615
1,74.84606417,125.7141091,44.37242854
1,76.11754201,125.4413254,45.80634886
1,75.96592226,125.9483847,44.89331486
1,76.9175788,124.7614384,44.70770951
1,78.72929671,126.0502237,45.95757433
1,78.98182345,126.1829292,46.16584167
1,95.80057146,88.10795355,18.25064752
1,93.71969027,87.02053555,19.96803196
1,93.37299701,88.10415297,19.0811575
1,105.3183182,69.78777809,0.842597264
1,104.9222863,69.71715844,0.724419004
1,105.190671,70.13537201,0.719836272
1,104.7768995,69.44163939,0.63700804
1,105.3119645,69.54870945,0.639930096
1,104.8775602,69.46205943,0.61581348
1,105.0510944,70.00697131,0.844379065
1,104.8438268,70.16873691,0.840630066
1,104.3559044,69.83286716,0.566739825
1,104.2754808,69.88148952,0.572234785
1,104.725335,69.48886487,0.918259436
1,103.7130428,69.52282147,0.637240129
1,103.4087916,68.96157474,0.779912887
1,103.7898242,70.40061953,0.595765773
1,102.1636235,69.767298,0.921817576
1,85.72089916,156.417971,39.75910965
1,81.03721905,157.9490951,37.99419598
1,76.94123601,158.6113056,36.2532198
1,73.07793421,158.6083879,34.22839311
1,103.4266686,152.1645715,55.82418465
1,106.4059456,152.6131377,56.90559743
1,110.1433656,152.97105,57.9711094
1,113.8765362,153.3337974,59.44785905
1,116.3761176,153.1854801,60.0893905
1,118.044045,153.2021473,59.6239063
1,87.51773127,46.82809028,7.413006546
1,88.05408137,48.01715375,6.476762692
1,88.26816003,49.3059872,7.169705668
1,86.18211373,47.8889592,7.268101647
1,86.05678336,48.16083426,6.817351255
1,86.07353926,48.44804667,7.287016033
1,85.7573188,47.89300324,7.276502918
1,86.31647346,47.66260154,7.25941281
1,87.68790558,47.52160232,7.292581604
1,89.12555793,46.85984639,7.259954709
1,86.3008189,144.0289683,5.780419018
1,85.4074299,143.9760203,5.970981431
1,86.02735893,143.7339288,5.661832046
1,84.92240503,143.8120386,5.148369967
1,88.02136056,144.281284,6.259368636
1,87.11547799,144.3076135,6.203208649
1,85.62684906,144.0067828,5.080586138
1,84.59746217,144.423607,5.505034108
1,84.55471456,145.0040724,5.607948905
1,84.29121282,144.5086043,6.003386801
1,86.7503387,144.3409163,5.90313262
1,89.35130467,142.9005988,6.25796672
1,87.97562359,143.0333553,6.238846211
1,87.06326264,142.7150105,5.632490708
1,86.7079941,142.9220504,6.005938971
1,85.74509232,142.534932,5.121393211
1,86.51306136,143.2840453,6.051998445
1,86.14297725,143.191462,6.048914855
1,85.02611392,143.460338,5.658656216
1,85.65197769,143.8732285,6.078778605
1,85.39096334,143.8483592,5.629086614
1,88.01081688,100.766801,9.058258015
1,88.49417402,99.98581471,9.975694012
1,88.01766835,100.2569062,10.05263963
1,89.16053937,100.6266641,8.982279198
1,88.21358099,100.9579994,8.645612711
1,86.58444249,100.0340159,9.840245009
1,85.98133373,99.39746124,10.76990216
1,85.50437992,98.52950557,11.54323031
1,85.23336262,98.68861247,11.5531838
1,84.59016233,98.12508119,11.28043307
1,84.24794118,97.9079774,11.20583503
1,83.08414777,98.13937656,12.17771987
1,11.49259442,41.26569799,44.82033938
1,98.23052781,39.32584403,35.75019913
1,96.03387803,39.02716676,34.86097609
1,96.95739127,39.37761413,35.9010036
1,97.05383126,39.3953414,35.76228201
1,98.8334527,38.96989166,36.0730085
1,98.84326049,39.19468664,35.79293481
1,100.6291743,39.45615877,33.96971879
1,101.2933012,38.23664606,35.67556509
1,102.3610901,38.43336998,35.42915269
1,102.8446555,38.63564709,35.28205081
1,104.5845409,38.79853492,35.04223886
1,110.3888445,37.57304989,34.50672945
1,113.4754084,37.62385387,33.9882585
1,32.09117426,157.8698205,5.119973599
1,29.94584439,158.2912259,4.442879629
1,35.64101722,158.3647159,7.750898015
1,36.03718768,158.9591982,8.100676558
1,37.41770391,158.6860237,8.973828094
1,33.32591392,159.6455719,6.954029915
1,33.18716896,160.067775,6.536506524
1,32.46231707,160.3301943,6.136732006
1,34.34018386,160.1622714,7.743758256
1,100.3496729,92.2795378,41.30878173
1,102.038763,92.39980647,39.3300137
1,102.6965116,92.26091437,39.55198009
1,102.5871351,92.68939548,38.55528442
1,101.4915069,92.18157619,39.73633921
1,102.3059208,92.49776986,39.62847284
1,101.4643382,92.33569645,40.22015859
1,101.3491465,92.61943033,39.82789085
1,101.0015108,92.28879886,40.08394622
1,102.6785596,92.44722199,39.8866908
1,101.3768586,92.22176376,40.22818972
1,101.1147202,92.57502557,39.74318695
1,101.5983525,92.63625333,39.98992336
1,100.8359211,92.7461712,40.70723396
1,99.53565227,92.77670588,40.58124115
1,80.70479103,124.3390344,13.52363821
1,81.07981451,124.0832619,13.1663401
1,72.67512844,127.1299669,43.88849026
1,72.73675,127.4476043,44.14612786
1,73.72435139,127.4642964,44.22195875
1,74.04770721,126.9601918,44.94753636
1,74.94297423,127.5990719,44.71199974
1,76.28551275,126.1117439,44.97967051
1,77.21743925,125.8573389,44.61229664
1,78.33286612,125.992504,44.89472883
1,77.99975664,125.3048634,44.18759194
1,79.74637591,125.7126625,45.71001153
1,78.76260484,126.1797387,44.44324156
1,80.97131994,125.3286611,45.34951066
1,105.9708556,69.48652522,359.7974999
1,103.8295502,69.23782392,0.221825665
1,105.3408464,68.58520882,0.441325199
1,104.2425773,68.90963081,359.9765153
1,105.0035609,69.14538042,0.645941112
1,104.7417661,68.8886767,0.490069968
