Phase,Phi1,Phi,Phi2
1,72.79749088,124.6711755,13.78246715
1,68.47851734,130.2492974,42.93701358
1,71.68169819,128.19798,44.21937036
1,70.87107899,127.6301254,45.44729878
1,70.52633079,127.8862753,45.71461514
1,71.24012805,127.4301414,44.97002662
1,73.22012587,126.7895935,46.14136324
1,74.30333788,124.9405282,45.57482677
1,75.34801265,124.5397849,47.32630255
1,75.44404154,125.0924674,46.33592345
1,76.72186957,124.1171135,46.05046371
1,79.49813054,125.3275197,47.25558962
1,79.72055121,125.5930451,47.57866766
1,97.68104879,88.70666438,18.57020967
1,94.20847108,86.48940366,20.88391138
1,94.08587777,87.89490472,19.423592
1,105.7762876,69.94513064,0.406572118
1,104.9552271,69.88113575,0.489267175
1,105.4876251,70.09359714,0.663888688
1,104.868594,69.37915587,0.756659817
1,105.5592452,69.53130638,0.814919162
1,105.0115234,69.35435113,0.838076015
1,104.9535091,70.00187851,1.126923818
1,104.9653484,70.3218433,1.028041935
1,104.4368176,69.84368357,0.569907154
1,104.3407641,69.84660615,0.961247757
1,104.673865,68.92860102,1.103300163
1,102.793505,69.22544664,1.14998714
1,102.5805015,68.56522968,1.041715449
1,102.9401263,70.89409956,0.94070855
1,100.9251577,69.81697572,1.204245638
1,87.92518703,153.8712512,41.18467012
1,81.38081618,156.2171884,39.4341197
1,73.92074916,157.4797983,36.10612776
1,66.73451767,157.9151669,32.22146056
1,96.0586582,152.2835282,54.0146662
1,99.11050082,152.8215371,55.12935227
1,105.2095035,153.5612824,56.8456218
1,112.5691109,154.321277,59.79742834
1,115.9349333,154.2034388,60.57796225
1,119.7812933,154.5123408,61.14187202
1,85.38285419,47.50159163,7.001073156
1,86.12037057,49.51897479,5.978435274
1,86.02823074,50.9760075,6.577279844
1,83.38977458,48.9457716,6.816586043
1,83.59616707,49.68395827,6.448090326
1,83.84687136,49.84451898,6.971571708
1,83.61858229,49.09079262,7.023899883
1,84.06683465,48.72291191,7.038687222
1,85.76092854,48.10769584,7.119828247
1,87.47143766,47.78332624,7.120200726
1,85.17063511,144.2786092,5.759182328
1,83.63218083,144.3452674,5.852654769
1,85.36902104,144.102341,5.563956009
1,84.28487724,144.0144989,5.058874877
1,88.56909695,144.0833663,6.234657635
1,87.2840938,144.2414705,6.203208147
1,85.48266215,144.1204018,5.117377844
1,83.72112241,145.0728858,5.653196738
1,82.3138173,145.6547535,5.474908074
1,80.34842996,145.1360005,5.495307055
1,87.15328732,144.658539,5.829586788
1,91.64373992,142.0409303,6.361726369
1,88.89697527,142.2114914,6.091521884
1,87.78224363,141.4591172,5.215899229
1,86.6328481,142.0374485,5.807218808
1,85.8256301,141.2766889,5.31184534
1,86.08021932,142.8864595,6.102240219
1,85.81101371,142.9188759,6.088547538
1,83.78356918,143.3092668,5.579379619
1,84.27819141,143.6940166,5.983834292
1,84.62355956,143.7596769,5.614755997
1,86.15623337,100.4706749,9.118952715
1,86.76223691,99.50495156,10.47137484
1,86.06489246,99.63680513,10.58293752
1,88.90578773,101.1742788,8.192652103
1,87.24015784,101.3972787,7.974563292
1,83.18720843,99.35499693,10.68110096
1,82.2227166,98.05632354,12.42861999
1,81.33636033,97.07559249,13.45378895
1,81.40560725,97.24428736,13.48782213
1,80.65759327,96.95902692,13.3004253
1,80.24600079,96.89199201,12.67083827
1,78.95081574,98.71343716,13.20088535
1,9.011609832,40.60819111,46.10954104
1,93.41186513,39.26939215,35.24529484
1,92.79705746,39.69944154,33.88726543
1,93.52702546,40.08398031,34.76737279
1,93.26467341,40.03406301,34.74572174
1,93.9308264,39.15777607,35.33856191
1,92.97968757,39.32494472,34.97252731
1,93.94886309,39.60125652,33.06791067
1,94.31496898,38.34057534,35.0191339
1,95.75738261,38.47900038,34.72618345
1,96.98655177,38.57896235,34.43435839
1,99.84429763,38.55180343,34.16834099
1,111.0833135,36.32754663,33.03516536
1,115.4027156,36.41466604,32.2874903
1,30.62218565,156.9037351,5.464248479
1,29.10246702,157.5571569,5.554083738
1,35.80604431,157.5999062,9.278488941
1,37.44735408,158.0841448,10.1962491
1,39.81448359,157.7615617,11.64591436
1,32.03949096,160.1682638,8.624639206
1,32.15876778,160.8280433,8.161294485
1,28.5005175,161.5836478,5.176033308
1,33.67031085,161.0529551,9.385073493
1,97.11809265,92.3079299,41.9824566
1,101.5893492,92.63859475,38.50118699
1,102.6764806,92.55911493,38.89530999
1,102.5092053,93.09303019,37.44592898
1,98.96482421,92.27465002,39.39660206
1,102.4146109,92.82296585,38.94816795
1,100.2574215,92.5081937,39.9604613
1,99.70475183,92.73745587,39.57683274
1,99.06329919,92.34036487,40.12750114
1,102.8613574,92.66551595,39.97230803
1,99.48467144,92.26571574,40.21515039
1,98.19233735,92.61499735,39.80147297
1,101.631732,92.92035951,40.32727746
1,98.70694318,92.99683089,41.02531392
1,95.9806976,92.93495886,40.93720503
1,77.73460658,125.1084441,14.53152473
1,77.92402974,124.6646581,14.6011512
1,71.02046302,127.3645843,44.20966978
1,71.11328569,127.772772,44.21437028
1,72.45416676,127.7758508,44.46505071
1,72.68979566,127.2124081,45.09132292
1,74.34336873,127.130869,45.64323769
1,76.09389312,125.1749089,46.01483864
1,77.32734443,124.931918,45.47405349
1,79.57489052,124.985427,45.73746252
1,78.97954521,124.399823,45.0365577
1,80.9993614,124.816933,46.87245245
1,79.43274967,125.6628244,45.41517103
1,84.14759285,123.8888157,46.46269268
1,106.48865,69.75675653,359.5764163
1,103.334285,68.90061863,359.8338896
1,105.7486264,67.80028322,0.117069378
1,104.2267681,68.33076791,359.6979674
1,105.196277,68.76469641,0.712247261
1,104.9871297,68.56825865,0.4633597
1,104.7800411,69.20325888,1.222997514
1,104.3744538,69.21756924,1.127226365
1,104.5564902,69.5224698,1.080831271
1,103.4764592,69.72469673,1.215557316
1,103.3060343,69.06900105,0.664155146
1,102.3687075,68.10378402,0.26510758
1,103.2145566,67.34624951,1.289623776
1,102.868735,67.36456547,0.945876754
1,102.0444325,68.14616455,1.026036561
1,100.5547696,67.046643,0.550284761
1,90.6730448,154.8455399,43.44735637
1,83.37274631,156.3995206,38.68568852
1,75.32852231,158.6130918,34.4285907
1,72.68762055,158.8647944,32.88258329
1,106.2740335,152.1057359,56.51062011
1,107.5308428,152.0669188,56.10909596
1,106.1416177,151.5402361,55.09878631
1,104.8009445,152.0434101,55.53964702
1,105.3703836,152.6354079,56.73175856
1,107.5344057,153.6411852,56.52964466
1,118.0556181,154.9222999,62.25210898
1,85.31710517,50.04990289,6.926416345
1,85.8721438,51.01491394,6.187197335
1,83.7000271,50.52841359,6.440244815
1,83.78414014,50.09286125,6.372913998
1,83.06938214,49.95157293,6.297877695
1,83.10799506,49.60663111,6.343981979
1,83.84748258,49.47119484,7.143553348
1,85.603767,48.53491596,7.170878497
1,86.12769664,47.7575161,7.377469234
1,87.75997245,47.44903621,7.157880733
1,82.82324046,146.1592382,5.802965264
1,84.10605692,144.5170434,5.451641533
1,83.48794069,144.8883577,5.31101673
1,86.29566071,144.746632,5.582637651
1,85.20175214,144.8827929,5.196649066
1,86.95689359,144.7659013,6.020243839
1,85.91060312,144.3866965,5.56245114
1,83.08634021,144.9621183,5.198269671
1,82.5850598,144.8793787,5.803614901
1,84.45836099,144.5682983,5.731973223
1,82.35148576,145.4985376,4.635967132
1,88.12825078,143.8176355,5.802334102
1,88.40275884,142.2751221,5.772509365
1,88.03773703,141.7006401,5.884840065
1,86.02752113,141.4368285,5.230678714
1,86.09425337,141.980887,5.801987368
1,85.64682689,142.7630757,5.809457831
1,85.51089505,143.4312579,6.009736469
1,85.42134928,143.0214806,5.774694845
1,83.77211732,143.6170568,5.782820874
1,86.60681217,100.5575159,9.421926994
1,88.02924651,100.7420824,9.874239579
1,87.22461072,100.2074465,8.962284552
1,87.23846432,100.2666584,9.041359013
1,85.78505203,99.55102761,10.19961952
1,88.93709692,102.7730964,7.743119125
1,87.50786037,101.8252651,8.218361467
1,86.53194163,100.666273,9.89723332
1,82.80657599,97.57276354,11.4533423
1,82.45460156,98.04903039,12.15588969
1,82.04552578,98.08673754,12.50387842
1,81.6186949,98.41456161,11.84090708
1,81.36821601,97.13395785,13.05341286
1,80.76019166,97.81190551,9.326447079
1,96.47086229,38.35073234,36.18727933
1,96.69915252,39.57408234,35.02368173
1,95.95243778,39.4908318,35.76987202
1,97.23479622,39.37382154,34.86817854
1,96.23487389,39.50911832,35.11510502
1,96.26734255,38.48817591,35.38738374
1,98.30428125,39.6234487,34.96070574
1,99.53667939,38.99756715,35.98723635
1,98.66005307,39.41588812,34.98969496
1,99.59871065,39.27236515,34.60360166
1,98.87404855,39.36422792,35.06708258
1,100.3935982,38.46174215,34.67167457
1,109.0457756,36.7889046,32.33309935
1,30.3357508,157.3703105,5.816934415
1,38.68280987,156.9608576,10.51557058
1,40.45359432,157.4266304,12.49027585
1,39.90781724,157.69649,12.25807646
1,39.23188685,157.8721857,12.11572112
1,35.4289859,160.6859527,11.34544439
1,33.13746534,161.405091,9.056871977
1,32.83636105,161.411727,10.02999123
1,95.53485074,92.36853993,42.64215701
1,98.11779542,92.45710486,40.47936182
1,96.28615422,92.20089381,42.37708256
1,103.2656488,92.99824823,38.09449473
1,102.9641315,92.58955499,39.81870261
