Phase,Phi1,Phi,Phi2,KAM,Phi1*KAM,Phi*KAM,Phi2*KAM
1,71.77363381,124.0126222,11.44770026,16.31805,1171.205745,2023.64417,186.8041452
1,75.73936263,130.6062577,45.68526183,16.31805,1235.918706,2131.239443,745.4943869
1,83.84795571,131.5056774,47.60760493,2.170091,181.9576941,285.379287,103.312835
1,86.56759178,132.913026,47.58688221,2.0077,173.801754,266.8494823,95.54018342
1,89.95126097,134.8180731,48.6796318,2.703371,243.1716303,364.463269,131.5991049
1,88.65329719,134.3068537,47.79507182,1.329838,117.8945234,178.6063577,63.55970272
1,90.85699683,135.6122638,48.61159574,1.529614,138.9761343,207.4344173,74.3569774
1,89.20210111,134.8080362,46.58919284,1.269595,113.2505416,171.1516087,59.14940629
1,89.85371032,134.3423819,47.39920214,0.9354087,84.04994236,125.6650328,44.33762606
1,89.4306968,133.8348878,46.20187695,1.373185,122.8048914,183.7800604,63.4437244
1,89.20679588,132.8898421,45.96373103,1.522466,135.8143137,202.3202663,69.97821773
1,89.09457233,133.9451859,46.91392927,1.016332,90.54966488,136.1327787,47.68012756
1,88.8054782,133.3531075,46.39413799,1.032159,91.66137357,137.6416101,47.88612708
1,100.3633398,84.75755926,14.23379998,0.9949505,99.85655515,84.32957596,14.1619264
1,98.86994557,83.44416429,14.55514307,1.727638,170.811475,144.1613091,25.14601826
1,98.27642545,86.2628631,15.98728687,2.071101,203.540403,178.659102,33.11128582
1,108.4157559,70.36185083,1.29344576,3.503521,379.8368774,246.514222,4.531614384
1,105.5785536,71.89731961,0.373696294,2.568128,271.1392397,184.6415196,0.959699916
1,104.992545,72.98569166,359.3188268,2.31655,243.2204801,169.075004,832.3800283
1,102.8347196,71.74598745,357.6027259,1.842979,189.5222287,132.2263482,659.0543142
1,102.2902397,72.55366717,357.943332,1.64741,168.5139637,119.5256368,589.6794245
1,102.9489377,71.28640083,358.3241185,1.941284,199.8531255,138.3871494,695.608878
1,101.9534079,72.89894487,357.9693731,2.956774,301.4531856,215.5457048,1058.434535
1,98.08557081,73.05369709,357.3772399,3.232784,317.0894639,236.1668231,1155.323423
1,94.22799192,74.83429292,356.2551949,3.232023,304.5470371,241.8661559,1151.424984
1,92.54257448,74.84869845,355.8977308,3.420449,316.5371563,256.0161558,1217.330037
1,97.60028911,72.13304536,357.2984713,3.883034,378.985241,280.0950676,1387.402112
1,94.27784507,74.43112011,355.2377418,1.994018,187.9917201,148.4169932,708.3504514
1,93.64846415,74.41536856,355.4009621,1.840387,172.349416,136.9530769,654.0753103
1,92.6617194,74.17001411,354.9861979,1.715683,158.9781367,127.2522323,609.0437849
1,89.06539467,74.38587836,353.8474781,2.842207,253.1422882,211.4200642,1005.707779
1,82.68881197,157.2470046,35.3917918,0,0,0,0
1,84.34357434,155.443927,32.21793637,1.465457,123.6018814,227.796391,47.21400038
1,83.8898731,153.9472778,30.91412004,1.060084,88.93031224,163.197046,32.77156403
1,81.52724625,153.1775708,29.64513943,1.648404,134.3898388,252.4985204,48.86716641
1,101.0222745,150.1296748,44.20861535,1.062839,107.3704132,159.5636735,46.98664053
1,101.5343803,149.3386945,43.29156305,2.036225,206.7468436,304.0871833,88.15136298
1,106.3150289,152.8024997,48.62931462,2.916657,310.0844731,445.6724805,141.8350309
