Phase,Phi1,Phi,Phi2,KAM,Phi1*KAM,Phi*KAM,Phi2*KAM
1,83.45156631,123.7613952,12.24726736,0.8154609,68.05148937,100.9225787,9.987167666
1,76.3180029,127.5425993,44.31262492,0.7033141,53.67552752,89.70250841,31.16569391
1,77.12852413,127.7717847,44.88834492,0.8422514,64.96160743,107.6159645,37.80727135
1,78.05821871,127.5938296,44.87911069,0.7898894,61.65735954,100.7850135,35.44953382
1,78.47188259,128.1058914,44.94121128,0.7054489,55.35790325,90.3721602,31.70372807
1,78.03680324,127.7714096,44.23733044,0.6895984,53.81405465,88.11095965,30.50599229
1,78.88891182,128.6079636,44.85821859,0.8142558,64.235754,104.7197803,36.52606467
1,77.98788754,127.9788686,43.32519974,1.022122,79.71313559,130.8100171,44.28363981
1,78.73899686,127.9189956,44.28429075,0.7408381,58.33284883,94.76726568,32.80748982
1,77.88156816,128.0117735,43.52725731,0.7412385,57.72881676,94.88725494,32.26407892
1,77.91493874,126.8806901,43.25927425,1.351244,105.2820935,171.4467713,58.45383478
1,78.94685259,128.6226915,44.57903212,1.165902,92.04429332,149.9614532,51.97478271
1,77.93829592,128.0294189,44.07464584,0.8556386,66.68701441,109.5469127,37.71196826
1,94.56234662,86.80031557,17.56734159,0.4943609,46.74792678,42.91068213,8.684606798
1,93.87089727,87.16237267,18.21179109,0.6983696,65.55658098,60.87155133,12.71856126
1,93.33673733,88.01539874,18.69430709,1.045676,97.59998614,92.03559009,19.54818826
1,105.3704804,69.74973712,1.173931468,1.28112,134.9922298,89.35778322,1.503947082
1,104.2601088,69.86984358,0.778850333,0.6858355,71.50528388,47.91921911,0.534163208
1,104.305496,70.34706371,0.592490032,0.8212529,85.66119106,57.77273008,0.486584157
1,103.7606185,69.6622857,0.224360183,0.5591237,58.01502091,38.94983493,0.125445095
1,103.8467874,69.9244034,0.269202955,0.5103939,53.0027668,35.68898896,0.137399546
1,103.2595401,69.84273429,0.054703735,0.5141909,53.09511586,35.9124984,0.028128163
1,103.516141,70.6286305,0.237957292,0.8048312,83.31301998,56.84412544,0.191515453
1,102.7669152,70.73126327,0.13412181,0.6878917,70.69250803,48.65544893,0.09226128
1,101.8283063,70.69270459,359.8477899,0.7356513,74.91012588,52.00518003,264.7224944
1,101.9929146,70.58957424,359.5550666,0.5672299,57.85343074,40.04051714,203.9503845
1,103.0652957,70.23236915,359.6709956,1.042596,107.4554651,73.22398715,374.9915413
1,102.247404,70.6993519,359.1342591,0.6761804,69.13769056,47.80551605,242.839547
1,101.6303407,70.58716562,359.2452715,0.6589156,66.96581694,46.51098458,236.7123136
1,101.1609877,71.15193711,359.0473092,0.7632518,77.21130592,54.30684407,274.0435051
1,100.4073369,71.30695296,359.3842812,1.011882,101.6003768,72.15422217,363.6544852
1,85.12810791,159.470219,38.92877887,0.8889685,75.6762064,141.7640014,34.60645816
1,85.10945417,159.4578034,37.87383423,0.67802,57.70591211,108.1155799,25.67921709
1,85.56219216,158.9492572,38.01346294,0.5300596,45.35306135,84.25257971,20.14940096
1,85.1767409,158.2863946,37.72101829,0.6531084,55.62964497,103.3781739,24.6359139
1,110.6867808,151.3512456,54.7405962,0.3113668,34.46418875,47.12575302,17.04440427
1,111.6921227,151.5963355,55.30208563,0.6412686,71.62465116,97.21396981,35.46349103
