Phase,Phi1,Phi,Phi2,KAM,Phi1*KAM,Phi*KAM,Phi2*KAM
1,81.97680768,123.7401907,12.18219204,0.9928228,81.38844374,122.8520826,12.09475802
1,76.99047974,128.0292914,44.91519309,1.471653,113.3032705,188.4146908,66.09957866
1,78.8206164,128.564833,45.86292022,1.37272,108.1986365,176.4835176,62.95694784
1,80.4770775,128.7240848,45.79513856,1.32784,106.8606826,170.9249887,60.80861679
1,81.74424263,129.7073774,45.94637979,1.335512,109.170417,173.225759,61.36194157
1,81.45877289,129.5338729,45.32727897,1.082793,88.20298907,140.2583708,49.08006038
1,82.54498681,130.5918005,45.9488703,1.21928,100.6454515,159.2279706,56.02453858
1,81.49897524,129.9170844,44.35377868,1.155056,94.13588034,150.0615078,51.23109819
1,82.28011703,129.8176506,45.29492413,0.8334962,68.58016488,108.2025185,37.75314714
1,81.15295679,129.8825705,44.50274287,0.9408942,76.35634635,122.2057573,41.87237265
1,80.91072289,128.5279899,44.06737406,1.466171,118.6289555,188.4440115,64.61030589
1,81.83018366,130.1866451,45.33471128,1.172776,95.96847547,152.6797728,53.16746136
1,81.30202719,129.4384282,44.71127705,1.099233,89.36987125,142.2829917,49.14811121
1,96.36877915,85.80512567,16.95125304,0.9058866,87.29918569,77.72971356,15.35591298
1,94.87885409,85.82772297,18.09629061,1.200182,113.8718929,103.0088882,21.71884226
1,94.99273376,87.51867185,18.66195389,1.508008,143.2498025,131.9788573,28.14237576
1,106.3041478,69.84435603,1.22186977,2.11376,224.7014554,147.634206,2.582739445
1,104.4378999,70.25444821,0.675818246,1.34087,140.0376468,94.20208197,0.906184412
1,104.0926185,70.8311377,0.084531915,1.280321,133.2719654,90.68659305,0.108227986
1,103.2596951,69.82644478,359.5239977,1.031255,106.4870768,72.00887031,370.7609203
1,102.9673489,70.40796394,359.6528917,0.7805451,80.37065968,54.95659126,280.7253023
1,102.5963882,70.02739051,359.4532386,0.9370654,96.13952551,65.6202447,336.8311928
1,102.3290209,71.23765087,359.528712,1.536292,157.2072561,109.4418331,552.3410841
1,100.5432651,71.68880828,359.2317401,1.426293,143.4041551,102.2492454,512.3697162
1,98.81608837,71.96914247,358.7089294,1.475858,145.8385146,106.2162347,529.4034432
1,98.62672204,71.72661067,358.3555895,1.391574,137.2463821,99.81288652,498.6783211
1,101.1794823,70.62438097,358.6044535,2.016454,204.0237717,142.4108155,723.1093846
1,99.49872799,71.80804709,357.8903118,1.298548,129.2038742,93.24619594,464.7377486
1,98.67137999,71.77310239,357.9833229,1.158143,114.275568,83.12351612,414.5958795
1,97.50693016,72.56313323,357.5793351,1.125132,109.7081673,81.64310322,402.3239524
1,96.30571988,72.85040039,357.5786041,1.498194,144.2846517,109.1440328,535.7221192
1,84.80224201,159.0579379,38.74803448,1.736187,147.2325501,276.154324,67.27383374
1,84.39221952,158.6207961,36.32506112,1.182151,99.7643467,187.5137327,42.94170733
1,85.32675205,157.7814093,36.41395032,0.8465986,72.23750883,133.5775202,30.82799936
1,84.59486652,157.0599732,35.93994668,0.8183977,69.23224419,128.5375209,29.4131697
1,106.5368668,150.745997,50.48926244,0.7184676,76.54328698,108.3061146,36.27489921
1,107.8856037,151.2814122,51.26539156,1.078398,116.3436193,163.1415724,55.28449573
1,111.5914694,152.5720376,55.15342459,1.875518,209.2918095,286.1516028,103.4412406
1,113.197058,151.1244255,54.87416447,1.63172,184.7059035,246.5927476,89.53927166
1,111.733483,151.9872345,54.45265942,0.7189725,80.33330161,109.274642,39.14996468
1,112.604879,152.5877338,54.96367506,0.7586996,85.43327663,115.7682526,41.70091828
1,95.40841473,45.43846186,6.322739156,0.5284435,50.41795661,24.01165982,3.341210409
1,95.2203733,45.45400101,5.310700802,0.6973277,66.39980391,31.69633398,3.703298776
1,94.69642887,45.30100399,6.024858584,0.4806648,45.51724004,21.77459802,2.895937447
1,94.64483239,45.089461,6.015704831,0.378082,35.78350752,17.04751359,2.274429714
1,94.62938216,45.52757224,5.53521815,0.4079898,38.6078227,18.57478509,2.258312546
1,94.1555321,45.44448115,5.880032414,0.4708517,44.33329235,21.39761121,2.768623258
1,94.77033115,45.33844064,5.784107901,0.5231795,49.58189447,23.7201427,3.02612668
1,96.22874322,45.28383397,5.787560287,1.199241,115.4014542,54.30623033,6.940679586
1,97.0180621,45.50446933,5.80942853,1.391981,135.0472991,63.34135672,8.086614135
1,98.35367437,45.48743411,5.599464361,1.739083,171.0452031,79.10642338,9.73793328
1,82.54236489,144.8303662,3.455813219,1.174709,96.96325892,170.1335346,4.059574891
1,81.38830322,144.4801727,3.657931503,0.786418,64.00522664,113.6218085,2.876663176
1,80.85698609,144.4972068,4.021393557,0.8281019,66.95782381,119.6584115,3.330123646
1,80.10958729,144.5105248,3.343009021,0.5786179,46.35284117,83.61637637,1.93432486
1,80.61991696,144.9961385,4.309973394,0.5569134,44.89831206,80.7502925,2.400281937
1,80.60270418,145.029866,3.8855685,0.4349433,35.05760615,63.07976852,1.690001986
1,79.72881436,144.7707331,3.176176811,0.5542842,44.19242208,80.24412998,1.760504623
1,80.09444195,145.1592671,3.165114166,0.5815222,46.57669609,84.41333638,1.840584153
1,81.41140686,145.3112305,3.512042279,0.7071252,57.56805736,102.7532329,2.483453599
1,81.61704089,144.7961162,4.068627535,0.450361,36.75713215,65.2105237,1.832351165
1,81.52781905,145.1609643,4.075563637,0.440774,35.93534291,63.98317888,1.796402487
1,82.34793176,144.9134743,4.003073189,0.5269768,43.39544956,76.36603898,2.109526699
1,82.62075145,144.7442801,4.311534293,0.5260596,43.46343946,76.14411807,2.268124006
1,82.51286675,144.0900234,4.112694543,0.5140999,42.41985655,74.07666661,2.114335853
1,82.81440733,144.1240309,4.431142578,0.4313182,35.7193611,62.1633176,1.911232441
1,81.92814839,143.826805,3.626107074,0.4738594,38.82242324,68.15368354,1.718264922
1,82.97296939,144.206841,4.67118305,0.4202152,34.86650293,60.59790655,1.962902119
1,83.35131391,143.7323026,5.349587516,0.5882336,49.03004345,84.54816979,3.146807123
1,82.82925591,144.1010554,4.802052412,0.4283264,35.477957,61.7222863,2.056845822
1,83.59458688,144.5314774,5.484703001,0.7974182,66.659845,115.2520305,4.373601995
1,80.51800587,145.0065157,3.197650474,1.3596,109.4722808,197.1508588,4.347525584
1,88.84856465,102.8266317,8.556489206,1.578149,140.2162735,162.275746,13.50341488
1,90.00796663,103.0234853,10.1869196,1.84529,166.0908007,190.1082071,18.79782087
1,89.5897691,102.9233928,10.63262668,1.720003,154.0946716,177.0285443,18.28814979
1,89.06742516,101.6265329,10.74951763,1.571823,139.9982274,159.7389219,16.89633906
1,87.24553723,100.1926583,9.718494131,1.901909,165.9330725,190.5573185,18.48369145
1,88.13029861,102.6463764,10.70891476,1.540534,135.7677214,158.1302328,16.49744729
1,89.41219646,103.4369349,12.28991858,2.28952,204.711012,236.8209312,28.13801439
1,90.89203647,104.0930379,13.20326035,2.471526,224.6420313,257.2686495,32.63220124
1,89.85319223,103.4401461,12.90273155,1.045204,93.91491594,108.1160545,13.48598662
1,91.02900215,104.0608335,13.10800068,1.397495,127.2125754,145.4244945,18.31836541
1,89.247056,101.9791568,12.85160918,1.64307,146.6391603,167.5588932,21.11609349
1,87.89752618,101.3098877,13.58418909,2.667042,234.426394,270.1977256,36.22960284
1,22.70188102,48.76081217,37.544534,0,0,0,0
1,95.65971652,38.09881409,43.78704272,1.932805,184.8915784,73.63757837,84.63181511
