Phase,Phi1,Phi,Phi2,KAM,Phi1*KAM,Phi*KAM,Phi2*KAM
1,81.54811385,123.6887029,12.14844615,1.059517,86.40161294,131.0502834,12.87148522
1,77.0949419,128.1719875,45.00392196,1.701315,131.1627811,218.060925,76.5658475
1,79.21810801,128.7758337,46.05413035,1.543348,122.2611086,198.7459254,71.07754997
1,81.1064029,129.055708,46.00809007,1.491104,120.9380818,192.4354824,68.60284714
1,82.58432964,130.165303,46.19592431,1.496137,123.5574712,194.7451259,69.1154316
1,82.25864865,130.0105413,45.58566256,1.139979,93.77313203,148.2092869,51.96669802
1,83.33227379,131.0709407,46.21011874,1.237284,103.105689,162.1719778,57.17504055
1,82.22539862,130.3650466,44.57838132,1.159019,95.30079929,151.095566,51.66719093
1,83.03093074,130.2641399,45.52778075,0.8339999,69.24778793,108.6402796,37.97016459
1,81.99649147,130.3745842,44.76168063,0.9515238,78.02161315,124.0545198,42.59180445
1,81.76963442,128.9751457,44.29367215,1.468325,120.0643985,189.3774309,65.03750617
1,82.47484204,130.552358,45.50729223,1.12155,92.49965909,146.4209972,51.0387036
1,82.22044047,129.8285061,44.89932697,1.151882,94.70824541,149.5471192,51.71872655
1,96.72060477,85.69170215,16.82401544,0.9452437,91.42454232,80.9995416,15.9027946
1,95.18431415,85.53579765,18.03848173,1.277496,121.5975806,109.2716394,23.04408826
1,95.39864558,87.38030031,18.59394743,1.557056,148.5410335,136.0560209,28.9518174
1,106.551023,69.80451936,1.255078232,2.27603,242.5133248,158.8771802,2.856595707
1,104.575875,70.33061593,0.674034335,1.502602,157.1359189,105.6789242,1.012805339
1,104.1404485,70.98673785,359.9924178,1.407582,146.5862208,99.91965444,506.7188474
1,103.2171298,69.87382824,359.3672978,1.154423,119.1562286,80.66395442,414.861874
1,102.8209935,70.52757427,359.5014928,0.8551717,87.92960382,60.31318559,307.4355028
1,102.5442041,70.07690944,359.3156828,1.043964,107.0524575,73.15777068,375.1126375
1,102.1054021,71.36405167,359.3414618,1.698714,173.447876,121.2271137,610.418372
1,100.1052294,71.87753468,359.0202253,1.601552,160.3237304,115.1156094,574.9895598
1,98.21915498,72.26832742,358.4553433,1.638868,160.9682301,118.4382492,587.4609916
1,97.90926561,72.02015437,358.0764606,1.596852,156.3466066,115.0055275,571.7951123
1,100.7253899,70.76181058,358.4108977,2.159543,217.5208106,152.8131727,774.0037453
1,98.91605144,72.08975345,357.6128066,1.409712,139.4431447,101.6257905,504.1310649
1,98.13042374,72.03282815,357.7400525,1.283038,125.9050626,92.42085577,458.9940814
1,96.83037141,72.86534122,357.28229,1.200189,116.2147466,87.45218101,428.8062744
1,95.41330381,73.19408022,357.1747505,1.62981,155.5055567,119.2924439,582.1269801
1,84.63153747,158.9362946,38.54154721,1.918107,162.3323444,304.8568193,73.9268115
1,84.28325838,158.3869969,35.9491413,1.289756,108.7048382,204.2805795,46.36562069
